emp_id,gender,age,marital_status,job_level,experience,dept,emp_type,wlb,work_env,physical_activity_hours,workload,stress,sleep_hours,commute_mode,commute_distance,num_companies,team_size,num_reports,edu_level,have_ot,training_hours_per_year,job_satisfaction,emp_satisfaction
2373,Female,36,Married,Senior,1,Finance,Full-Time,5,3,2.9,3,2,6.4,Car,17,4,24,7,Bachelor,False,40.5,4,Tinggi
2375,Male,48,Married,Mid,26,Operations,Full-Time,4,4,3.0,4,2,6.4,Car,23,8,14,0,Bachelor,False,43.0,4,Tinggi
2379,Female,24,Married,Junior,2,Operations,Part-Time,1,1,2.8,1,1,8.9,Public Transport,28,0,6,0,Bachelor,False,21.0,4,Tinggi
2383,Female,48,Married,Senior,18,IT,Full-Time,3,4,1.9,3,2,8.3,Public Transport,9,8,15,4,Bachelor,True,49.0,4,Tinggi
2384,Male,26,Single,Mid,4,Sales,Part-Time,2,4,2.9,5,1,6.0,Public Transport,29,1,15,0,Bachelor,False,32.0,4,Tinggi
2389,Female,29,Single,Junior,7,Finance,Full-Time,3,2,2.0,2,2,6.0,Car,17,2,6,0,Bachelor,False,23.5,4,Tinggi
2391,Male,35,Single,Mid,7,Sales,Full-Time,2,1,4.3,2,1,7.1,Walk,1,4,15,0,Bachelor,False,33.5,4,Tinggi
2393,Female,36,Married,Senior,14,Marketing,Full-Time,3,4,2.0,2,2,6.6,Car,17,4,19,7,Bachelor,True,47.0,4,Tinggi
2395,Female,28,Single,Junior,6,Marketing,Part-Time,1,4,0.6,4,2,7.2,Car,13,2,9,0,Bachelor,False,23.0,4,Tinggi
2399,Female,25,Single,Junior,3,Finance,Part-Time,2,4,1.3,1,2,5.0,Walk,1,1,7,0,Bachelor,False,21.5,4,Tinggi
2400,Male,47,Married,Mid,15,Legal,Part-Time,4,4,2.4,2,1,7.0,Walk,1,8,13,0,Bachelor,False,37.5,4,Tinggi
2403,Male,24,Single,Mid,2,Sales,Full-Time,5,2,1.5,2,1,7.6,Public Transport,28,0,15,0,Bachelor,True,31.0,4,Tinggi
2404,Male,50,Married,Senior,19,IT,Part-Time,5,1,1.2,1,1,7.3,Public Transport,6,9,21,6,Bachelor,False,49.5,4,Tinggi
2405,Female,32,Married,Senior,10,Sales,Full-Time,1,5,0.0,2,2,7.5,Public Transport,10,3,17,3,Bachelor,False,45.0,4,Tinggi
2407,Male,40,Married,Mid,18,Finance,Full-Time,4,4,0.6,5,3,6.9,Motorbike,7,6,10,0,Bachelor,False,39.0,4,Tinggi
2408,Male,30,Single,Mid,8,IT,Full-Time,5,5,2.0,5,1,7.5,Car,29,2,12,0,Bachelor,True,34.0,4,Tinggi
2410,Male,32,Married,Mid,10,Operations,Full-Time,4,3,2.2,4,1,7.7,Bike,1,3,11,0,Bachelor,False,35.0,4,Tinggi
2413,Male,26,Single,Junior,4,Finance,Contract,5,3,2.6,2,3,7.5,Car,9,1,6,0,Bachelor,False,22.0,4,Tinggi
2416,Male,44,Divorced,Senior,11,IT,Full-Time,2,4,2.8,2,1,7.3,Car,6,7,24,2,Bachelor,True,45.5,4,Tinggi
2421,Female,22,Single,Junior,0,Customer Service,Full-Time,5,3,1.7,5,1,7.7,Car,12,0,7,0,Bachelor,False,20.0,4,Tinggi
2426,Male,31,Married,Senior,9,IT,Contract,2,5,1.2,1,1,7.4,Motorbike,7,3,21,5,Bachelor,True,44.5,4,Tinggi
2429,Male,45,Divorced,Mid,7,Legal,Full-Time,5,2,2.3,2,1,6.9,Motorbike,3,7,11,0,Bachelor,False,33.5,4,Tinggi
2432,Male,41,Married,Senior,5,IT,Full-Time,3,3,2.2,4,1,7.6,Car,13,6,16,3,Bachelor,True,42.5,4,Tinggi
2449,Male,32,Divorced,Mid,10,HR,Full-Time,1,5,2.4,2,1,7.5,Car,20,3,15,0,Bachelor,False,35.0,4,Tinggi
2450,Female,23,Single,Junior,1,Finance,Part-Time,3,5,2.3,5,1,8.2,Car,8,0,9,0,Bachelor,False,20.5,4,Tinggi
2462,Male,26,Single,Junior,4,HR,Full-Time,2,5,3.0,1,2,6.5,Public Transport,28,1,9,0,Bachelor,False,22.0,4,Tinggi
2464,Female,31,Single,Senior,9,Legal,Contract,1,2,2.3,1,1,7.4,Bike,9,3,20,7,Bachelor,False,44.5,4,Tinggi
2465,Female,29,Married,Junior,7,Legal,Full-Time,1,5,1.9,3,3,6.0,Walk,2,2,8,0,Bachelor,False,23.5,4,Tinggi
2474,Male,22,Single,Intern/Fresher,0,Operations,Full-Time,4,5,1.8,4,1,6.3,Public Transport,15,0,21,0,Bachelor,True,10.0,4,Tinggi
2475,Female,37,Single,Mid,11,Marketing,Part-Time,5,3,1.7,2,2,7.0,Bike,5,5,13,0,Bachelor,False,35.5,4,Tinggi
2481,Female,36,Married,Senior,11,Sales,Full-Time,4,1,0.3,4,1,8.1,Walk,2,4,25,1,Bachelor,False,45.5,4,Tinggi
2484,Male,34,Married,Mid,12,IT,Full-Time,4,2,1.5,1,1,5.7,Public Transport,21,4,12,0,Bachelor,True,36.0,4,Tinggi
2493,Male,27,Single,Junior,5,IT,Full-Time,1,4,2.3,2,1,5.6,Car,12,1,5,0,Bachelor,False,22.5,4,Tinggi
2494,Male,28,Single,Junior,6,Finance,Full-Time,2,1,0.9,2,1,8.0,Car,10,2,10,0,Bachelor,False,23.0,4,Tinggi
2495,Female,34,Married,Mid,8,Customer Service,Full-Time,3,3,2.6,1,1,7.8,Public Transport,15,4,13,0,Bachelor,False,34.0,4,Tinggi
2502,Male,40,Married,Senior,3,Legal,Full-Time,5,2,2.0,2,1,7.7,Walk,1,6,24,7,Bachelor,False,41.5,4,Tinggi
2504,Male,35,Divorced,Senior,2,Operations,Full-Time,3,5,2.0,2,1,6.1,Car,19,4,18,5,Bachelor,False,41.0,4,Tinggi
2505,Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,5,2,2.2,5,1,6.9,Bike,7,0,22,0,Bachelor,False,10.5,4,Tinggi
2512,Female,48,Married,Mid,24,IT,Full-Time,5,2,3.0,1,1,6.7,Car,19,8,13,0,Bachelor,True,42.0,4,Tinggi
2527,Female,28,Single,Junior,2,Finance,Part-Time,5,3,4.1,4,1,7.5,Car,26,2,6,0,Bachelor,False,21.0,4,Tinggi
2530,Male,51,Married,Senior,10,IT,Full-Time,3,5,2.9,3,1,6.5,Car,27,9,15,2,Bachelor,True,45.0,4,Tinggi
2534,Female,48,Married,Mid,23,Sales,Full-Time,5,1,2.6,1,1,6.5,Car,14,8,10,0,Bachelor,False,41.5,4,Tinggi
2536,Female,23,Single,Junior,1,Legal,Full-Time,5,5,1.4,5,1,5.5,Car,7,0,9,0,Bachelor,False,20.5,4,Tinggi
2541,Female,22,Single,Intern/Fresher,0,IT,Part-Time,5,3,1.0,5,1,8.0,Motorbike,12,0,29,0,Bachelor,True,10.0,4,Tinggi
2544,Male,28,Single,Junior,6,Customer Service,Full-Time,5,3,2.7,3,2,7.9,Car,14,2,10,0,Bachelor,True,23.0,4,Tinggi
2549,Male,49,Married,Mid,12,IT,Part-Time,5,2,2.6,4,1,8.8,Car,11,9,14,0,Bachelor,True,36.0,4,Tinggi
2552,Female,24,Married,Mid,2,Marketing,Contract,1,1,0.9,1,1,6.4,Public Transport,12,0,12,0,Bachelor,False,31.0,4,Tinggi
2556,Male,47,Married,Mid,7,Operations,Full-Time,4,2,3.6,4,1,6.0,Motorbike,15,8,10,0,Bachelor,False,33.5,4,Tinggi
2559,Female,23,Single,Intern/Fresher,1,Operations,Full-Time,5,5,2.2,3,1,5.3,Motorbike,7,0,29,0,Bachelor,False,10.5,4,Tinggi
2561,Male,27,Single,Junior,5,IT,Full-Time,5,5,2.6,5,1,5.9,Public Transport,14,1,5,0,Bachelor,False,22.5,4,Tinggi
2562,Female,29,Single,Junior,4,Marketing,Full-Time,2,5,2.7,2,1,7.8,Walk,1,2,10,0,Bachelor,False,22.0,4,Tinggi
2579,Male,36,Single,Mid,3,HR,Part-Time,5,3,2.0,3,3,4.9,Car,12,4,10,0,Bachelor,False,31.5,4,Tinggi
2586,Male,34,Divorced,Senior,12,Finance,Part-Time,5,5,0.0,5,1,6.6,Bike,9,4,23,2,Bachelor,False,46.0,4,Tinggi
2587,Female,29,Single,Junior,7,Finance,Full-Time,4,3,0.6,3,1,7.5,Car,24,2,5,0,Bachelor,False,23.5,4,Tinggi
2588,Female,44,Married,Senior,13,Finance,Full-Time,4,1,0.9,3,1,8.6,Public Transport,10,7,20,3,Bachelor,False,46.5,4,Tinggi
2590,Female,28,Single,Junior,6,Customer Service,Full-Time,1,5,2.0,2,1,7.0,Public Transport,20,2,5,0,Bachelor,False,23.0,4,Tinggi
2592,Male,29,Single,Junior,7,IT,Contract,3,1,1.9,2,2,6.7,Bike,7,2,8,0,Bachelor,False,23.5,4,Tinggi
2602,Male,23,Single,Intern/Fresher,1,Sales,Full-Time,3,3,1.8,4,1,6.7,Car,27,0,25,0,Bachelor,False,10.5,4,Tinggi
2604,Female,35,Married,Mid,13,Marketing,Full-Time,4,4,2.2,3,1,6.9,Car,17,4,10,0,Bachelor,False,36.5,4,Tinggi
2609,Male,23,Single,Intern/Fresher,1,Legal,Contract,1,5,3.2,3,1,6.5,Walk,2,0,25,0,Bachelor,False,10.5,4,Tinggi
2614,Male,34,Married,Senior,12,Customer Service,Contract,5,1,2.4,2,1,7.2,Car,20,4,19,3,Bachelor,False,46.0,4,Tinggi
2615,Male,36,Married,Mid,7,IT,Full-Time,5,2,1.1,4,1,6.7,Car,13,4,13,0,Bachelor,False,33.5,4,Tinggi
2618,Female,24,Single,Senior,2,Sales,Full-Time,4,4,2.9,5,1,7.0,Bike,9,0,15,3,Bachelor,True,41.0,4,Tinggi
2619,Female,25,Single,Junior,3,IT,Full-Time,2,5,1.3,1,1,5.1,Public Transport,9,1,8,0,Bachelor,False,21.5,4,Tinggi
2622,Male,36,Single,Mid,14,Operations,Full-Time,5,3,0.0,2,2,9.5,Motorbike,12,4,13,0,Bachelor,True,37.0,4,Tinggi
2623,Male,22,Single,Intern/Fresher,0,IT,Part-Time,3,5,2.7,3,1,6.9,Car,8,0,22,0,Bachelor,True,10.0,4,Tinggi
2624,Female,40,Divorced,Mid,12,Operations,Part-Time,2,2,1.6,2,1,6.7,Car,28,6,14,0,Bachelor,False,36.0,4,Tinggi
2630,Male,37,Married,Mid,15,Marketing,Full-Time,1,2,1.9,1,1,8.3,Car,19,5,14,0,Bachelor,False,37.5,4,Tinggi
2631,Female,24,Single,Junior,2,Finance,Full-Time,4,4,3.1,3,1,5.3,Public Transport,16,0,5,0,Bachelor,False,21.0,4,Tinggi
2632,Male,25,Single,Junior,3,Finance,Full-Time,5,2,3.3,5,2,6.8,Public Transport,19,1,6,0,Bachelor,False,21.5,4,Tinggi
2633,Male,41,Married,Mid,19,IT,Full-Time,5,2,0.0,1,1,6.9,Car,10,6,13,0,Bachelor,False,39.5,4,Tinggi
2636,Female,22,Single,Intern/Fresher,0,Sales,Part-Time,5,4,2.8,2,3,6.7,Public Transport,19,0,21,0,Bachelor,False,10.0,4,Tinggi
2637,Male,34,Married,Mid,1,Finance,Full-Time,3,3,2.0,2,1,8.8,Walk,1,4,13,0,Bachelor,False,30.5,4,Tinggi
2647,Female,23,Single,Intern/Fresher,1,IT,Full-Time,2,4,3.6,3,1,7.7,Walk,1,0,30,0,Bachelor,False,10.5,4,Tinggi
2650,Female,26,Single,Junior,4,Operations,Full-Time,1,5,2.7,4,1,8.2,Car,8,1,7,0,Bachelor,False,22.0,4,Tinggi
2655,Male,22,Single,Intern/Fresher,0,IT,Full-Time,5,4,2.5,2,1,7.3,Public Transport,17,0,26,0,Bachelor,True,10.0,4,Tinggi
2657,Female,22,Single,Intern/Fresher,0,Sales,Full-Time,3,2,1.7,2,1,8.8,Car,27,0,20,0,Bachelor,False,10.0,4,Tinggi
2660,Female,40,Married,Mid,15,Finance,Full-Time,4,4,0.8,3,1,7.0,Motorbike,14,6,10,0,Bachelor,False,37.5,4,Tinggi
2662,Female,22,Single,Junior,0,Finance,Part-Time,3,2,0.0,1,1,6.1,Public Transport,29,0,6,0,Bachelor,True,20.0,4,Tinggi
2667,Female,26,Single,Junior,4,Legal,Contract,1,1,1.0,2,1,9.1,Public Transport,17,1,6,0,Bachelor,False,22.0,4,Tinggi
2672,Female,24,Single,Mid,2,Marketing,Full-Time,5,4,1.8,5,1,7.9,Car,6,0,13,0,Bachelor,False,31.0,4,Tinggi
2673,Male,23,Single,Junior,1,IT,Full-Time,1,5,2.5,3,1,8.1,Car,18,0,9,0,Bachelor,True,20.5,4,Tinggi
2674,Female,25,Married,Junior,3,Legal,Full-Time,2,5,0.5,2,1,8.0,Public Transport,13,1,7,0,Bachelor,True,21.5,4,Tinggi
2677,Male,22,Single,Intern/Fresher,0,IT,Full-Time,3,4,2.5,4,2,7.4,Public Transport,8,0,30,0,Bachelor,True,10.0,4,Tinggi
2683,Male,24,Single,Junior,2,Finance,Full-Time,5,2,3.9,2,1,7.1,Car,10,0,8,0,Bachelor,False,21.0,4,Tinggi
2685,Female,30,Single,Senior,8,Finance,Full-Time,1,1,3.2,1,1,8.1,Motorbike,13,2,16,6,Bachelor,False,44.0,4,Tinggi
2694,Male,24,Single,Mid,2,IT,Full-Time,5,5,2.9,3,3,9.2,Motorbike,14,0,13,0,Bachelor,True,31.0,4,Tinggi
2697,Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,3,1,1.6,3,1,7.3,Motorbike,10,0,24,0,Bachelor,False,10.5,4,Tinggi
2699,Female,39,Single,Senior,17,Finance,Part-Time,4,4,0.3,5,2,6.0,Car,27,5,19,3,Bachelor,False,48.5,4,Tinggi
2700,Male,26,Single,Junior,4,IT,Contract,3,1,3.6,1,1,5.8,Car,10,1,6,0,Bachelor,False,22.0,4,Tinggi
2703,Female,24,Single,Junior,2,Sales,Full-Time,5,4,3.5,3,2,6.5,Motorbike,22,0,7,0,Bachelor,False,21.0,4,Tinggi
2704,Male,45,Married,Senior,23,Finance,Part-Time,3,3,2.2,4,1,7.6,Bike,6,7,25,3,Bachelor,False,51.5,4,Tinggi
2705,Male,36,Married,Mid,14,IT,Full-Time,4,3,1.8,4,1,9.1,Car,20,4,15,0,Bachelor,True,37.0,4,Tinggi
2716,Female,27,Single,Junior,5,Operations,Full-Time,1,3,1.8,1,1,5.7,Public Transport,12,1,7,0,Bachelor,False,22.5,4,Tinggi
2718,Male,33,Divorced,Mid,1,IT,Part-Time,4,2,1.8,3,1,6.9,Car,28,3,13,0,Bachelor,True,30.5,4,Tinggi
2719,Male,24,Single,Mid,1,IT,Full-Time,3,3,1.8,4,2,7.3,Car,13,0,15,0,Bachelor,False,30.5,4,Tinggi
2722,Male,24,Single,Mid,2,Finance,Full-Time,1,5,2.0,2,1,8.9,Car,24,0,12,0,Bachelor,False,31.0,4,Tinggi
2728,Male,27,Single,Junior,5,Marketing,Full-Time,5,1,1.8,5,1,7.4,Bike,5,1,8,0,Bachelor,False,22.5,4,Tinggi
2734,Male,52,Married,Senior,29,Marketing,Full-Time,5,3,2.4,4,1,6.7,Bike,4,10,18,6,Bachelor,False,54.5,4,Tinggi
2735,Male,29,Single,Junior,1,Finance,Full-Time,5,1,2.1,2,1,6.7,Bike,7,2,5,0,Bachelor,False,20.5,4,Tinggi
2740,Male,58,Married,Senior,7,Sales,Full-Time,4,4,3.4,2,3,6.4,Car,13,12,21,2,Bachelor,False,43.5,4,Tinggi
2741,Female,25,Married,Junior,3,Finance,Full-Time,4,1,2.2,3,1,5.8,Bike,4,1,5,0,Bachelor,False,21.5,4,Tinggi
2745,Male,24,Single,Senior,2,IT,Full-Time,5,1,1.8,2,1,7.7,Bike,6,0,17,7,Bachelor,True,41.0,4,Tinggi
2750,Female,25,Married,Junior,3,Finance,Full-Time,3,5,0.2,2,1,6.6,Public Transport,7,1,10,0,Bachelor,False,21.5,4,Tinggi
2756,Male,40,Married,Mid,18,IT,Part-Time,5,5,2.6,5,3,6.3,Public Transport,9,6,14,0,Bachelor,False,39.0,4,Tinggi
2757,Male,34,Single,Senior,12,HR,Full-Time,3,4,3.7,2,1,6.3,Public Transport,16,4,17,3,Bachelor,False,46.0,4,Tinggi
2763,Male,26,Single,Junior,1,Finance,Part-Time,5,1,2.9,4,1,7.0,Public Transport,15,1,7,0,Bachelor,False,20.5,4,Tinggi
2765,Female,36,Married,Mid,3,Marketing,Full-Time,5,1,2.4,3,1,9.1,Public Transport,21,4,10,0,Bachelor,False,31.5,4,Tinggi
2766,Female,26,Single,Senior,4,HR,Part-Time,2,4,1.1,5,1,7.6,Car,19,1,21,8,Bachelor,False,42.0,4,Tinggi
2767,Female,24,Single,Junior,2,Sales,Full-Time,3,1,2.7,4,1,8.0,Bike,9,0,10,0,Bachelor,False,21.0,4,Tinggi
2990,Female,32,Single,Senior,10,Marketing,Full-Time,1,1,2.9,3,1,8.2,Car,17,3,18,3,Bachelor,True,45.0,4,Tinggi
2991,Female,39,Married,Mid,17,Operations,Full-Time,2,2,1.5,4,3,7.7,Car,28,5,13,0,Bachelor,False,38.5,4,Tinggi
349,Male,25,Single,Junior,3,Finance,Part-Time,1,1,4.1,5,1,7.4,Public Transport,7,1,8,0,Bachelor,False,21.5,3,Rendah
353,Male,30,Married,Mid,8,IT,Full-Time,3,2,0.6,3,2,7.1,Public Transport,18,2,10,0,Bachelor,True,34.0,3,Rendah
360,Female,45,Married,Senior,11,Marketing,Part-Time,3,3,3.4,5,3,7.8,Public Transport,27,7,21,1,Bachelor,True,45.5,3,Rendah
388,Male,22,Single,Intern/Fresher,0,IT,Full-Time,1,3,3.4,1,1,5.7,Motorbike,10,0,28,0,Bachelor,True,10.0,3,Rendah
390,Male,26,Single,Junior,4,Legal,Full-Time,3,1,1.2,4,1,8.1,Public Transport,26,1,8,0,Bachelor,True,22.0,3,Rendah
428,Male,23,Single,Junior,1,Customer Service,Part-Time,3,1,2.7,5,1,7.3,Public Transport,18,0,9,0,Bachelor,False,20.5,3,Rendah
429,Male,40,Divorced,Mid,17,Customer Service,Full-Time,1,5,3.9,5,1,5.2,Public Transport,12,6,12,0,Bachelor,False,38.5,3,Rendah
446,Male,25,Single,Junior,3,IT,Full-Time,3,2,1.1,2,2,6.7,Car,13,1,8,0,Bachelor,True,21.5,3,Rendah
456,Male,26,Single,Senior,4,IT,Full-Time,2,5,2.9,4,1,5.6,Car,13,1,22,3,Bachelor,True,42.0,3,Rendah
480,Male,25,Single,Senior,3,IT,Part-Time,2,1,2.8,3,1,7.2,Bike,6,1,23,1,Bachelor,True,41.5,3,Rendah
481,Female,25,Single,Junior,3,Finance,Part-Time,3,1,1.6,5,2,7.7,Car,20,1,8,0,Bachelor,False,21.5,3,Rendah
486,Male,27,Single,Junior,5,IT,Contract,1,2,1.5,5,1,6.9,Bike,2,1,10,0,Bachelor,True,22.5,3,Rendah
504,Female,28,Single,Junior,6,Operations,Part-Time,1,3,2.0,2,3,4.9,Public Transport,10,2,7,0,Bachelor,False,23.0,3,Rendah
513,Male,24,Single,Junior,2,IT,Full-Time,1,2,2.1,3,3,6.6,Public Transport,21,0,6,0,Bachelor,True,21.0,3,Rendah
536,Male,35,Single,Senior,13,Legal,Full-Time,1,3,2.0,5,1,6.7,Car,10,4,23,5,Bachelor,False,46.5,3,Rendah
537,Male,24,Married,Mid,2,IT,Part-Time,1,2,1.6,4,1,6.6,Public Transport,20,0,14,0,Bachelor,True,31.0,3,Rendah
554,Female,40,Married,Senior,12,IT,Full-Time,1,2,3.1,3,1,7.2,Motorbike,13,6,19,8,Bachelor,True,46.0,3,Rendah
555,Male,26,Single,Junior,4,Sales,Contract,2,2,3.0,5,3,8.5,Motorbike,11,1,10,0,Bachelor,False,22.0,3,Rendah
556,Female,27,Single,Junior,5,Sales,Part-Time,4,2,3.2,5,2,6.0,Motorbike,8,1,9,0,Bachelor,False,22.5,3,Rendah
558,Female,25,Married,Junior,3,Finance,Full-Time,1,2,2.2,5,1,6.1,Car,12,1,8,0,Bachelor,False,21.5,3,Rendah
585,Female,26,Single,Junior,4,HR,Contract,2,3,2.0,3,2,5.7,Walk,1,1,5,0,Bachelor,False,22.0,3,Rendah
590,Female,45,Married,Mid,9,IT,Full-Time,2,4,1.2,5,3,8.3,Car,18,7,12,0,Bachelor,True,34.5,3,Rendah
618,Male,34,Single,Mid,12,IT,Full-Time,1,5,3.2,5,2,6.9,Car,12,4,13,0,Bachelor,True,36.0,3,Rendah
621,Female,29,Married,Junior,7,Legal,Part-Time,1,3,1.8,4,1,6.2,Bike,5,2,6,0,Bachelor,False,23.5,3,Rendah
629,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,1,2,0.3,4,3,8.1,Car,28,0,30,0,Bachelor,False,10.0,3,Rendah
631,Female,27,Single,Junior,5,Operations,Part-Time,2,5,1.2,5,3,6.8,Public Transport,25,1,9,0,Bachelor,False,22.5,3,Rendah
633,Female,37,Married,Mid,15,Marketing,Full-Time,1,1,1.7,3,1,6.7,Bike,2,5,12,0,Bachelor,False,37.5,3,Rendah
649,Female,45,Divorced,Mid,4,HR,Full-Time,3,1,2.8,2,1,6.8,Walk,2,7,10,0,Bachelor,True,32.0,3,Rendah
2483,Female,24,Single,Mid,2,Legal,Full-Time,5,5,1.9,2,2,9.1,Car,6,0,11,0,Bachelor,False,31.0,3,Rendah
679,Male,24,Married,Senior,2,Sales,Full-Time,3,5,3.4,3,1,5.9,Car,24,0,21,4,Bachelor,False,41.0,3,Rendah
688,Male,24,Married,Mid,2,IT,Full-Time,3,1,2.1,5,1,8.8,Car,7,0,11,0,Bachelor,False,31.0,3,Rendah
689,Female,29,Single,Mid,7,Finance,Full-Time,2,3,2.9,1,1,8.2,Bike,3,2,15,0,Bachelor,False,33.5,3,Rendah
697,Female,32,Single,Senior,9,Operations,Full-Time,3,1,1.2,4,1,8.1,Bike,10,3,20,9,Bachelor,False,44.5,3,Rendah
701,Female,32,Married,Senior,9,HR,Full-Time,2,2,1.5,2,1,6.9,Public Transport,10,3,17,3,Bachelor,False,44.5,3,Rendah
703,Female,37,Divorced,Senior,15,Sales,Full-Time,4,2,2.5,2,1,8.5,Bike,4,5,15,5,Bachelor,False,47.5,3,Rendah
705,Female,22,Single,Junior,0,Finance,Full-Time,4,4,2.7,1,1,6.8,Car,18,0,7,0,Bachelor,True,20.0,3,Rendah
710,Female,27,Single,Mid,3,Marketing,Part-Time,4,3,2.7,3,1,7.6,Car,25,1,10,0,Bachelor,False,31.5,3,Rendah
716,Female,26,Single,Mid,4,Finance,Part-Time,4,3,0.6,4,1,6.9,Bike,4,1,10,0,Bachelor,False,32.0,3,Rendah
721,Female,23,Single,Intern/Fresher,1,Customer Service,Full-Time,3,5,2.1,4,1,8.4,Car,21,0,28,0,Bachelor,False,10.5,3,Rendah
724,Female,37,Married,Mid,7,Operations,Full-Time,3,3,1.2,3,3,7.3,Car,24,5,11,0,Bachelor,False,33.5,3,Rendah
727,Female,48,Single,Mid,12,Finance,Full-Time,5,1,3.5,1,2,7.0,Car,19,8,14,0,Bachelor,False,36.0,3,Rendah
729,Female,24,Single,Mid,2,Sales,Full-Time,1,5,1.6,3,1,6.0,Bike,8,0,11,0,Bachelor,False,31.0,3,Rendah
730,Female,24,Married,Junior,1,HR,Full-Time,3,4,0.5,5,2,8.1,Motorbike,22,0,8,0,Bachelor,True,20.5,3,Rendah
732,Male,29,Single,Junior,7,IT,Full-Time,5,5,2.3,1,2,6.8,Car,19,2,7,0,Bachelor,True,23.5,3,Rendah
733,Male,37,Single,Senior,3,IT,Full-Time,5,5,4.0,3,1,6.1,Bike,6,5,25,5,Bachelor,True,41.5,3,Rendah
738,Male,32,Single,Mid,2,Finance,Contract,4,2,0.7,3,2,8.3,Car,28,3,15,0,Bachelor,False,31.0,3,Rendah
741,Male,43,Married,Mid,21,Customer Service,Full-Time,4,3,1.4,5,1,5.2,Car,22,7,11,0,Bachelor,False,40.5,3,Rendah
744,Female,37,Single,Senior,15,Marketing,Full-Time,4,5,2.6,5,1,6.8,Motorbike,6,5,20,5,Bachelor,False,47.5,3,Rendah
749,Female,50,Married,Senior,2,Sales,Full-Time,4,1,2.4,3,1,6.0,Bike,5,9,18,7,Bachelor,False,41.0,3,Rendah
753,Female,42,Single,Senior,5,Marketing,Full-Time,3,3,3.0,3,1,7.1,Car,15,6,17,1,Bachelor,False,42.5,3,Rendah
756,Female,22,Single,Intern/Fresher,0,Operations,Full-Time,5,4,2.9,3,1,7.0,Walk,1,0,28,0,Bachelor,False,10.0,3,Rendah
763,Male,40,Married,Senior,2,IT,Part-Time,4,1,1.8,1,1,8.0,Car,7,6,18,7,Bachelor,True,41.0,3,Rendah
770,Male,23,Single,Intern/Fresher,1,IT,Full-Time,4,5,2.7,3,2,6.6,Bike,3,0,20,0,Bachelor,True,10.5,3,Rendah
778,Female,23,Single,Intern/Fresher,1,Customer Service,Part-Time,5,2,1.7,1,1,6.5,Public Transport,11,0,22,0,Bachelor,False,10.5,3,Rendah
784,Male,31,Married,Senior,5,Marketing,Part-Time,3,5,1.1,1,3,7.3,Car,20,3,18,9,Bachelor,False,42.5,3,Rendah
787,Male,54,Married,Senior,29,Operations,Full-Time,2,5,1.8,2,1,6.1,Car,14,10,25,5,Bachelor,False,54.5,3,Rendah
789,Female,25,Single,Junior,3,Sales,Full-Time,5,5,1.0,1,2,6.7,Car,12,1,6,0,Bachelor,True,21.5,3,Rendah
791,Male,45,Married,Mid,22,IT,Full-Time,5,5,0.6,4,1,5.7,Car,7,7,15,0,Bachelor,False,41.0,3,Rendah
796,Female,37,Married,Mid,15,Sales,Part-Time,2,2,3.2,1,1,7.3,Car,27,5,14,0,Bachelor,False,37.5,3,Rendah
797,Male,25,Single,Junior,3,Legal,Full-Time,5,2,3.1,5,1,6.6,Public Transport,5,1,10,0,Bachelor,False,21.5,3,Rendah
803,Female,35,Married,Mid,13,Sales,Part-Time,4,3,3.1,1,1,6.5,Public Transport,9,4,15,0,Bachelor,False,36.5,3,Rendah
808,Female,38,Married,Mid,3,Operations,Part-Time,2,5,1.5,3,2,7.0,Public Transport,13,5,13,0,Bachelor,False,31.5,3,Rendah
809,Female,38,Married,Senior,1,IT,Part-Time,3,3,2.8,5,2,7.6,Car,14,5,24,1,Bachelor,False,40.5,3,Rendah
819,Female,26,Single,Junior,4,Marketing,Part-Time,3,1,2.7,1,2,7.0,Car,9,1,9,0,Bachelor,True,22.0,3,Rendah
822,Male,25,Married,Junior,3,Finance,Part-Time,5,1,2.8,4,1,7.2,Motorbike,4,1,8,0,Bachelor,False,21.5,3,Rendah
826,Female,33,Married,Mid,11,Finance,Full-Time,1,3,1.7,4,1,8.0,Motorbike,21,3,10,0,Bachelor,False,35.5,3,Rendah
828,Male,30,Married,Mid,8,Finance,Full-Time,5,3,3.5,5,1,6.3,Public Transport,11,2,13,0,Bachelor,False,34.0,3,Rendah
830,Female,40,Divorced,Mid,1,Operations,Contract,4,4,2.0,2,1,6.1,Public Transport,18,6,15,0,Bachelor,False,30.5,3,Rendah
832,Male,25,Married,Junior,3,Legal,Part-Time,5,3,3.5,2,1,6.5,Bike,7,1,6,0,Bachelor,False,21.5,3,Rendah
837,Male,26,Married,Junior,4,IT,Part-Time,3,5,2.4,3,1,5.1,Car,9,1,7,0,Bachelor,False,22.0,3,Rendah
839,Female,25,Single,Junior,1,Operations,Full-Time,2,2,1.9,4,2,8.1,Public Transport,28,1,10,0,Bachelor,False,20.5,3,Rendah
844,Male,48,Married,Senior,14,IT,Contract,1,4,2.0,2,1,6.1,Public Transport,9,8,16,6,Bachelor,True,47.0,3,Rendah
847,Female,39,Married,Mid,6,Finance,Full-Time,3,4,2.0,1,1,6.9,Car,5,5,14,0,Bachelor,True,33.0,3,Rendah
